Municipios,Distritos,Secciones,Índice de Gini y Distribución de la renta P80/P20,Periodo,Total
08019 Barcelona,0801905 Barcelona distrito 05,0801905006 Barcelona sección 05006,Índice de Gini,2022,44.2
08019 Barcelona,0801905 Barcelona distrito 05,0801905006 Barcelona sección 05006,Índice de Gini,2021,43.3
08019 Barcelona,0801905 Barcelona distrito 05,0801905006 Barcelona sección 05006,Índice de Gini,2020,44.3
08019 Barcelona,0801905 Barcelona distrito 05,0801905006 Barcelona sección 05006,Índice de Gini,2019,45.2
08019 Barcelona,0801905 Barcelona distrito 05,0801905006 Barcelona sección 05006,Índice de Gini,2018,45.6
08019 Barcelona,0801905 Barcelona distrito 05,0801905006 Barcelona sección 05006,Índice de Gini,2017,45.2
08019 Barcelona,0801905 Barcelona distrito 05,0801905006 Barcelona sección 05006,Índice de Gini,2016,45.7
08019 Barcelona,0801905 Barcelona distrito 05,0801905006 Barcelona sección 05006,Índice de Gini,2015,
08019 Barcelona,0801905 Barcelona distrito 05,0801905006 Barcelona sección 05006,Distribución de la renta P80/P20,2023,4.1
08019 Barcelona,0801905 Barcelona distrito 05,0801905006 Barcelona sección 05006,Distribución de la renta P80/P20,2022,4.2
08019 Barcelona,0801905 Barcelona distrito 05,0801905006 Barcelona sección 05006,Distribución de la renta P80/P20,2021,4.2
08019 Barcelona,0801905 Barcelona distrito 05,0801905006 Barcelona sección 05006,Distribución de la renta P80/P20,2020,4.1
08019 Barcelona,0801905 Barcelona distrito 05,0801905006 Barcelona sección 05006,Distribución de la renta P80/P20,2019,4.3
08019 Barcelona,0801905 Barcelona distrito 05,0801905006 Barcelona sección 05006,Distribución de la renta P80/P20,2018,4.3
08019 Barcelona,0801905 Barcelona distrito 05,0801905006 Barcelona sección 05006,Distribución de la renta P80/P20,2017,3.9
08019 Barcelona,0801905 Barcelona distrito 05,0801905006 Barcelona sección 05006,Distribución de la renta P80/P20,2016,3.9
08019 Barcelona,0801905 Barcelona distrito 05,0801905006 Barcelona sección 05006,Distribución de la renta P80/P20,2015,4.1
08019 Barcelona,0801905 Barcelona distrito 05,0801905007 Barcelona sección 05007,Índice de Gini,2023,41.1
08019 Barcelona,0801905 Barcelona distrito 05,0801905007 Barcelona sección 05007,Índice de Gini,2022,39.7
08019 Barcelona,0801905 Barcelona distrito 05,0801905007 Barcelona sección 05007,Índice de Gini,2021,40.1
08019 Barcelona,0801905 Barcelona distrito 05,0801905007 Barcelona sección 05007,Índice de Gini,2020,40.6
08019 Barcelona,0801905 Barcelona distrito 05,0801905007 Barcelona sección 05007,Índice de Gini,2019,42.2
08019 Barcelona,0801905 Barcelona distrito 05,0801905007 Barcelona sección 05007,Índice de Gini,2018,45.6
08019 Barcelona,0801905 Barcelona distrito 05,0801905007 Barcelona sección 05007,Índice de Gini,2017,42.3
08019 Barcelona,0801905 Barcelona distrito 05,0801905007 Barcelona sección 05007,Índice de Gini,2016,40.7
08019 Barcelona,0801905 Barcelona distrito 05,0801905007 Barcelona sección 05007,Índice de Gini,2015,39
08019 Barcelona,0801905 Barcelona distrito 05,0801905007 Barcelona sección 05007,Distribución de la renta P80/P20,2023,3
08019 Barcelona,0801905 Barcelona distrito 05,0801905007 Barcelona sección 05007,Distribución de la renta P80/P20,2022,2.9
08019 Barcelona,0801905 Barcelona distrito 05,0801905007 Barcelona sección 05007,Distribución de la renta P80/P20,2021,3.2
08019 Barcelona,0801905 Barcelona distrito 05,0801905007 Barcelona sección 05007,Distribución de la renta P80/P20,2020,3.2
08019 Barcelona,0801905 Barcelona distrito 05,0801905007 Barcelona sección 05007,Distribución de la renta P80/P20,2019,3.3
08019 Barcelona,0801905 Barcelona distrito 05,0801905007 Barcelona sección 05007,Distribución de la renta P80/P20,2018,3.3
08019 Barcelona,0801905 Barcelona distrito 05,0801905007 Barcelona sección 05007,Distribución de la renta P80/P20,2017,3.2
08019 Barcelona,0801905 Barcelona distrito 05,0801905007 Barcelona sección 05007,Distribución de la renta P80/P20,2016,3.5
08019 Barcelona,0801905 Barcelona distrito 05,0801905007 Barcelona sección 05007,Distribución de la renta P80/P20,2015,3
08019 Barcelona,0801905 Barcelona distrito 05,0801905008 Barcelona sección 05008,Índice de Gini,2023,44.2
08019 Barcelona,0801905 Barcelona distrito 05,0801905008 Barcelona sección 05008,Índice de Gini,2022,44.2
08019 Barcelona,0801905 Barcelona distrito 05,0801905008 Barcelona sección 05008,Índice de Gini,2021,42.7
08019 Barcelona,0801905 Barcelona distrito 05,0801905008 Barcelona sección 05008,Índice de Gini,2020,43
08019 Barcelona,0801905 Barcelona distrito 05,0801905008 Barcelona sección 05008,Índice de Gini,2019,45.2
08019 Barcelona,0801905 Barcelona distrito 05,0801905008 Barcelona sección 05008,Índice de Gini,2018,45.6
08019 Barcelona,0801905 Barcelona distrito 05,0801905008 Barcelona sección 05008,Índice de Gini,2017,41.1
08019 Barcelona,0801905 Barcelona distrito 05,0801905008 Barcelona sección 05008,Índice de Gini,2016,43.1
08019 Barcelona,0801905 Barcelona distrito 05,0801905008 Barcelona sección 05008,Índice de Gini,2015,43
08019 Barcelona,0801905 Barcelona distrito 05,0801905008 Barcelona sección 05008,Distribución de la renta P80/P20,2023,3.5
08019 Barcelona,0801905 Barcelona distrito 05,0801905008 Barcelona sección 05008,Distribución de la renta P80/P20,2022,3.3
08019 Barcelona,0801905 Barcelona distrito 05,0801905008 Barcelona sección 05008,Distribución de la renta P80/P20,2021,3.2
08019 Barcelona,0801905 Barcelona distrito 05,0801905008 Barcelona sección 05008,Distribución de la renta P80/P20,2020,3.3
08019 Barcelona,0801905 Barcelona distrito 05,0801905008 Barcelona sección 05008,Distribución de la renta P80/P20,2019,3.6
08019 Barcelona,0801905 Barcelona distrito 05,0801905008 Barcelona sección 05008,Distribución de la renta P80/P20,2018,3.4
08019 Barcelona,0801905 Barcelona distrito 05,0801905008 Barcelona sección 05008,Distribución de la renta P80/P20,2017,3.2
08019 Barcelona,0801905 Barcelona distrito 05,0801905008 Barcelona sección 05008,Distribución de la renta P80/P20,2016,3.2
08019 Barcelona,0801905 Barcelona distrito 05,0801905008 Barcelona sección 05008,Distribución de la renta P80/P20,2015,3.4
08019 Barcelona,0801905 Barcelona distrito 05,0801905009 Barcelona sección 05009,Índice de Gini,2023,37.3
08019 Barcelona,0801905 Barcelona distrito 05,0801905009 Barcelona sección 05009,Índice de Gini,2022,37.1
08019 Barcelona,0801905 Barcelona distrito 05,0801905009 Barcelona sección 05009,Índice de Gini,2021,37.1
08019 Barcelona,0801905 Barcelona distrito 05,0801905009 Barcelona sección 05009,Índice de Gini,2020,36.5
08019 Barcelona,0801905 Barcelona distrito 05,0801905009 Barcelona sección 05009,Índice de Gini,2019,38.2
08019 Barcelona,0801905 Barcelona distrito 05,0801905009 Barcelona sección 05009,Índice de Gini,2018,39.3
08019 Barcelona,0801905 Barcelona distrito 05,0801905009 Barcelona sección 05009,Índice de Gini,2017,38.7
08019 Barcelona,0801905 Barcelona distrito 05,0801905009 Barcelona sección 05009,Índice de Gini,2016,38.6
08019 Barcelona,0801905 Barcelona distrito 05,0801905009 Barcelona sección 05009,Índice de Gini,2015,38.2
08019 Barcelona,0801905 Barcelona distrito 05,0801905009 Barcelona sección 05009,Distribución de la renta P80/P20,2023,2.8
08019 Barcelona,0801905 Barcelona distrito 05,0801905009 Barcelona sección 05009,Distribución de la renta P80/P20,2022,2.9
08019 Barcelona,0801905 Barcelona distrito 05,0801905009 Barcelona sección 05009,Distribución de la renta P80/P20,2021,3
08019 Barcelona,0801905 Barcelona distrito 05,0801905009 Barcelona sección 05009,Distribución de la renta P80/P20,2020,2.9
08019 Barcelona,0801905 Barcelona distrito 05,0801905009 Barcelona sección 05009,Distribución de la renta P80/P20,2019,3.4
08019 Barcelona,0801905 Barcelona distrito 05,0801905009 Barcelona sección 05009,Distribución de la renta P80/P20,2018,3.4
08019 Barcelona,0801905 Barcelona distrito 05,0801905009 Barcelona sección 05009,Distribución de la renta P80/P20,2017,3.5
08019 Barcelona,0801905 Barcelona distrito 05,0801905009 Barcelona sección 05009,Distribución de la renta P80/P20,2016,3.6
08019 Barcelona,0801905 Barcelona distrito 05,0801905009 Barcelona sección 05009,Distribución de la renta P80/P20,2015,3.2
08019 Barcelona,0801905 Barcelona distrito 05,0801905010 Barcelona sección 05010,Índice de Gini,2023,37.5
08019 Barcelona,0801905 Barcelona distrito 05,0801905010 Barcelona sección 05010,Índice de Gini,2022,34
08019 Barcelona,0801905 Barcelona distrito 05,0801905010 Barcelona sección 05010,Índice de Gini,2021,35.8
08019 Barcelona,0801905 Barcelona distrito 05,0801905010 Barcelona sección 05010,Índice de Gini,2020,34.8
08019 Barcelona,0801905 Barcelona distrito 05,0801905010 Barcelona sección 05010,Índice de Gini,2019,34.1
08019 Barcelona,0801905 Barcelona distrito 05,0801905010 Barcelona sección 05010,Índice de Gini,2018,36.3
08019 Barcelona,0801905 Barcelona distrito 05,0801905010 Barcelona sección 05010,Índice de Gini,2017,33.6
08019 Barcelona,0801905 Barcelona distrito 05,0801905010 Barcelona sección 05010,Índice de Gini,2016,35.3
08019 Barcelona,0801905 Barcelona distrito 05,0801905010 Barcelona sección 05010,Índice de Gini,2015,36.1
08019 Barcelona,0801905 Barcelona distrito 05,0801905010 Barcelona sección 05010,Distribución de la renta P80/P20,2023,3
08019 Barcelona,0801905 Barcelona distrito 05,0801905010 Barcelona sección 05010,Distribución de la renta P80/P20,2022,2.9
08019 Barcelona,0801905 Barcelona distrito 05,0801905010 Barcelona sección 05010,Distribución de la renta P80/P20,2021,2.9
08019 Barcelona,0801905 Barcelona distrito 05,0801905010 Barcelona sección 05010,Distribución de la renta P80/P20,2020,2.8
08019 Barcelona,0801905 Barcelona distrito 05,0801905010 Barcelona sección 05010,Distribución de la renta P80/P20,2019,3
08019 Barcelona,0801905 Barcelona distrito 05,0801905010 Barcelona sección 05010,Distribución de la renta P80/P20,2018,2.9
08019 Barcelona,0801905 Barcelona distrito 05,0801905010 Barcelona sección 05010,Distribución de la renta P80/P20,2017,3
08019 Barcelona,0801905 Barcelona distrito 05,0801905010 Barcelona sección 05010,Distribución de la renta P80/P20,2016,2.9
08019 Barcelona,0801905 Barcelona distrito 05,0801905010 Barcelona sección 05010,Distribución de la renta P80/P20,2015,3.4
08019 Barcelona,0801905 Barcelona distrito 05,0801905011 Barcelona sección 05011,Índice de Gini,2023,35
08019 Barcelona,0801905 Barcelona distrito 05,0801905011 Barcelona sección 05011,Índice de Gini,2022,36.2
08019 Barcelona,0801905 Barcelona distrito 05,0801905011 Barcelona sección 05011,Índice de Gini,2021,38.7
08019 Barcelona,0801905 Barcelona distrito 05,0801905011 Barcelona sección 05011,Índice de Gini,2020,35.6
08019 Barcelona,0801905 Barcelona distrito 05,0801905011 Barcelona sección 05011,Índice de Gini,2019,38.6
08019 Barcelona,0801905 Barcelona distrito 05,0801905011 Barcelona sección 05011,Índice de Gini,2018,36.8
08019 Barcelona,0801905 Barcelona distrito 05,0801905011 Barcelona sección 05011,Índice de Gini,2017,36.3
08019 Barcelona,0801905 Barcelona distrito 05,0801905011 Barcelona sección 05011,Índice de Gini,2016,36.8
08019 Barcelona,0801905 Barcelona distrito 05,0801905011 Barcelona sección 05011,Índice de Gini,2015,38.2
08019 Barcelona,0801905 Barcelona distrito 05,0801905011 Barcelona sección 05011,Distribución de la renta P80/P20,2023,2.8
08019 Barcelona,0801905 Barcelona distrito 05,0801905011 Barcelona sección 05011,Distribución de la renta P80/P20,2022,2.9
08019 Barcelona,0801905 Barcelona distrito 05,0801905011 Barcelona sección 05011,Distribución de la renta P80/P20,2021,2.9
08019 Barcelona,0801905 Barcelona distrito 05,0801905011 Barcelona sección 05011,Distribución de la renta P80/P20,2020,3
08019 Barcelona,0801905 Barcelona distrito 05,0801905011 Barcelona sección 05011,Distribución de la renta P80/P20,2019,3
08019 Barcelona,0801905 Barcelona distrito 05,0801905011 Barcelona sección 05011,Distribución de la renta P80/P20,2018,3.3
08019 Barcelona,0801905 Barcelona distrito 05,0801905011 Barcelona sección 05011,Distribución de la renta P80/P20,2017,3.1
08019 Barcelona,0801905 Barcelona distrito 05,0801905011 Barcelona sección 05011,Distribución de la renta P80/P20,2016,3.4
08019 Barcelona,0801905 Barcelona distrito 05,0801905011 Barcelona sección 05011,Distribución de la renta P80/P20,2015,3.1
08019 Barcelona,0801905 Barcelona distrito 05,0801905012 Barcelona sección 05012,Índice de Gini,2023,36.7
08019 Barcelona,0801905 Barcelona distrito 05,0801905012 Barcelona sección 05012,Índice de Gini,2022,35.6
08019 Barcelona,0801905 Barcelona distrito 05,0801905012 Barcelona sección 05012,Índice de Gini,2021,35.3
08019 Barcelona,0801905 Barcelona distrito 05,0801905012 Barcelona sección 05012,Índice de Gini,2020,34.5
08019 Barcelona,0801905 Barcelona distrito 05,0801905012 Barcelona sección 05012,Índice de Gini,2019,36.5
08019 Barcelona,0801905 Barcelona distrito 05,0801905012 Barcelona sección 05012,Índice de Gini,2018,38.9
08019 Barcelona,0801905 Barcelona distrito 05,0801905012 Barcelona sección 05012,Índice de Gini,2017,36.7
08019 Barcelona,0801905 Barcelona distrito 05,0801905012 Barcelona sección 05012,Índice de Gini,2016,36.4
08019 Barcelona,0801905 Barcelona distrito 05,0801905012 Barcelona sección 05012,Índice de Gini,2015,37.6
08019 Barcelona,0801905 Barcelona distrito 05,0801905012 Barcelona sección 05012,Distribución de la renta P80/P20,2023,3
08019 Barcelona,0801905 Barcelona distrito 05,0801905012 Barcelona sección 05012,Distribución de la renta P80/P20,2022,2.9
08019 Barcelona,0801905 Barcelona distrito 05,0801905012 Barcelona sección 05012,Distribución de la renta P80/P20,2021,2.8
08019 Barcelona,0801905 Barcelona distrito 05,0801905012 Barcelona sección 05012,Distribución de la renta P80/P20,2020,2.7
08019 Barcelona,0801905 Barcelona distrito 05,0801905012 Barcelona sección 05012,Distribución de la renta P80/P20,2019,3
08019 Barcelona,0801905 Barcelona distrito 05,0801905012 Barcelona sección 05012,Distribución de la renta P80/P20,2018,3.1
08019 Barcelona,0801905 Barcelona distrito 05,0801905012 Barcelona sección 05012,Distribución de la renta P80/P20,2017,3
08019 Barcelona,0801905 Barcelona distrito 05,0801905012 Barcelona sección 05012,Distribución de la renta P80/P20,2016,2.9
08019 Barcelona,0801905 Barcelona distrito 05,0801905012 Barcelona sección 05012,Distribución de la renta P80/P20,2015,3.1
08019 Barcelona,0801905 Barcelona distrito 05,0801905013 Barcelona sección 05013,Índice de Gini,2023,35.7
08019 Barcelona,0801905 Barcelona distrito 05,0801905013 Barcelona sección 05013,Índice de Gini,2022,35.8
08019 Barcelona,0801905 Barcelona distrito 05,0801905013 Barcelona sección 05013,Índice de Gini,2021,35.4
08019 Barcelona,0801905 Barcelona distrito 05,0801905013 Barcelona sección 05013,Índice de Gini,2020,36
08019 Barcelona,0801905 Barcelona distrito 05,0801905013 Barcelona sección 05013,Índice de Gini,2019,37.5
08019 Barcelona,0801905 Barcelona distrito 05,0801905013 Barcelona sección 05013,Índice de Gini,2018,36.4
08019 Barcelona,0801905 Barcelona distrito 05,0801905013 Barcelona sección 05013,Índice de Gini,2017,38.3
08019 Barcelona,0801905 Barcelona distrito 05,0801905013 Barcelona sección 05013,Índice de Gini,2016,38.2
08019 Barcelona,0801905 Barcelona distrito 05,0801905013 Barcelona sección 05013,Índice de Gini,2015,37.1
08019 Barcelona,0801905 Barcelona distrito 05,0801905013 Barcelona sección 05013,Distribución de la renta P80/P20,2023,2.9
08019 Barcelona,0801905 Barcelona distrito 05,0801905013 Barcelona sección 05013,Distribución de la renta P80/P20,2022,2.8
08019 Barcelona,0801905 Barcelona distrito 05,0801905013 Barcelona sección 05013,Distribución de la renta P80/P20,2021,3.2
08019 Barcelona,0801905 Barcelona distrito 05,0801905013 Barcelona sección 05013,Distribución de la renta P80/P20,2020,3.2
08019 Barcelona,0801905 Barcelona distrito 05,0801905013 Barcelona sección 05013,Distribución de la renta P80/P20,2019,3.3
08019 Barcelona,0801905 Barcelona distrito 05,0801905013 Barcelona sección 05013,Distribución de la renta P80/P20,2018,3.2
08019 Barcelona,0801905 Barcelona distrito 05,0801905013 Barcelona sección 05013,Distribución de la renta P80/P20,2017,3.1
08019 Barcelona,0801905 Barcelona distrito 05,0801905013 Barcelona sección 05013,Distribución de la renta P80/P20,2016,3.4
08019 Barcelona,0801905 Barcelona distrito 05,0801905013 Barcelona sección 05013,Distribución de la renta P80/P20,2015,3.3
08019 Barcelona,0801905 Barcelona distrito 05,0801905014 Barcelona sección 05014,Índice de Gini,2023,35.1
08019 Barcelona,0801905 Barcelona distrito 05,0801905014 Barcelona sección 05014,Índice de Gini,2022,37.3
08019 Barcelona,0801905 Barcelona distrito 05,0801905014 Barcelona sección 05014,Índice de Gini,2021,37
08019 Barcelona,0801905 Barcelona distrito 05,0801905014 Barcelona sección 05014,Índice de Gini,2020,36.1
08019 Barcelona,0801905 Barcelona distrito 05,0801905014 Barcelona sección 05014,Índice de Gini,2019,38.5
